Produto,Rem_index,Rem_taxa,Emissor,Distribuidor,Dt_venc,Dt_carencia,Val_aplic,CETIP_certifica,Liquidez,Dt_obs,Duracao_util,Duracao_meses,Duracao_corr
CDB,CDI,112.0,Indusval,modalmais,2020-09-23,,5000.0,True,vencimento,2020-03-27,123,6.0,180.0
CDB,CDI,112.0,Indusval,Nova Futura,2020-09-23,,10000.0,True,vencimento,2020-03-27,123,6.0,180.0
CDB,BRL,3.6,Luso,Easynvest,2020-09-25,,10000.0,True,vencimento,2020-03-27,125,6.0,182.0
CDB,CDI,107.0,BMG,Easynvest,2020-09-24,,15000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,106.0,BS2,Easynvest,2020-09-25,,1000.0,True,vencimento,2020-03-27,125,6.0,182.0
CDB,CDI,106.0,Daycoval,Daycoval,2020-09-27,,1000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,106.0,BS2,Guide,2020-09-25,,10000.0,True,vencimento,2020-03-27,125,6.0,182.0
CDB,CDI,105.0,Modal,BTG,2020-09-28,,20000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,CDI,105.0,Daycoval,BTG,2020-09-28,,20000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,CDI,105.0,ABC,BTG,2020-09-28,,30000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,CDI,106.0,Omni,Easynvest,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,106.0,Omni,Ourinvest,2020-09-24,,10000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,106.0,Omni,Ativa,2020-09-24,,10000.0,False,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,106.0,ABC,Easynvest,2020-09-24,,30000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,105.0,Parana,Parana,2020-09-27,2020-09-24,500.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,105.0,Indusval,Easynvest,2020-09-27,,1000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,105.0,BS2,Easynvest,2020-09-27,,10000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,105.0,ABC,Ativa,2020-09-25,,30000.0,False,vencimento,2020-03-27,125,6.0,182.0
CDB,CDI,105.0,PAN,PAN,2020-09-24,2020-03-27,100.0,False,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,105.0,Parana,Parana,2020-09-24,,500.0,False,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,105.0,Rodobens,Easynvest,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,105.0,Gmac,XP,2020-09-24,,10000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,BRL,3.54,BMG,Easynvest,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,BRL,3.54,BMG,modalmais,2020-09-24,,10000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,104.0,RCI,RCI,2020-09-27,,100.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,104.0,AJRenner,Easynvest,2020-09-27,,2000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,104.0,ABC,Guide,2020-09-27,,50000.0,True,vencimento,2020-03-27,125,6.0,184.0
CDB,CDI,103.5,Pine,Pine,2020-09-27,,500.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,104.0,Modal,Easynvest,2020-09-24,,7000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,99.0,Fator,Ativa,2020-10-03,,10000.0,False,vencimento,2020-03-27,130,6.0,190.0
CDB,BRL,3.65,Votorantim,Nova Futura,2020-09-23,,100000.0,True,vencimento,2020-03-27,123,6.0,180.0
CDB,CDI,103.0,Indusval,Orama,2020-09-27,,1000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,103.0,BS2,Ativa,2020-09-27,,10000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,108.0,BMG,Ourinvest,2020-09-23,,5000.0,True,vencimento,2020-03-27,123,6.0,180.0
CDB,CDI,102.0,PAN,BTG,2020-09-28,,10000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,BRL,3.5,Sofisa,Sofisa,2020-09-24,,1.0,False,vencimento,2020-03-27,124,6.0,181.0
CDB,BRL,3.5,Maxima,modalmais,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,103.0,Pine,Pine,2020-09-24,,500.0,False,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,103.0,Pine,Nova Futura,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,103.0,Pine,modalmais,2020-09-24,,5000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,103.0,Omni,modalmais,2020-09-24,,5000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,103.0,PAN,Ourinvest,2020-09-24,,10000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,102.0,Sofisa,Sofisa,2020-09-27,2020-03-28,1.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,PAN,PAN,2020-09-27,2020-03-27,100.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,BS2,XP,2020-09-27,,1000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,BS2,Orama,2020-09-27,,1000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,BS2,Guide,2020-09-27,,1000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,Indusval,Nova Futura,2020-09-27,,10000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,BS2,Nova Futura,2020-09-27,,10000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,102.0,Inter,Inter,2020-09-27,,1000000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,101.0,Daycoval,XP,2020-09-28,,1000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,CDI,101.0,BBM,BTG,2020-09-28,,10000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,CDI,101.0,CGD,BTG,2020-09-28,,10000.0,True,vencimento,2020-03-27,126,6.0,185.0
CDB,CDI,100.0,CGD,Guide,2020-09-29,,10000.0,True,vencimento,2020-03-27,127,6.0,186.0
CDB,BRL,3.6,Luso,Ativa,2020-09-23,,10000.0,False,vencimento,2020-03-27,123,6.0,180.0
CDB,CDI,101.5,Inter,Inter,2020-09-27,,750000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,BRL,3.45,BMG,Nova Futura,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,102.0,PAN,modalmais,2020-09-24,,5000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,102.0,Pine,Easynvest,2020-09-24,,15000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,101.0,BMG,BMG,2020-09-27,,1000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,101.0,Agibank,Nova Futura,2020-09-25,,1000.0,True,vencimento,2020-03-27,125,6.0,182.0
CDB,CDI,101.0,Indusval,Guide,2020-09-27,,2000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,101.0,Inter,Inter,2020-09-27,,500000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,106.0,ABC,Ourinvest,2020-09-23,,30000.0,True,vencimento,2020-03-27,123,6.0,180.0
CDB,BRL,3.43,ABC,ABC,2020-09-24,2020-09-24,1000.0,False,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,100.5,Inter,Inter,2020-09-27,,250000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,101.0,BIB,XP,2020-09-24,,1000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,101.0,Daycoval,modalmais,2020-09-24,,20000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,101.0,BBM,XP,2020-09-24,,50000.0,True,vencimento,2020-03-27,124,6.0,181.0
CDB,CDI,105.0,ABC,Nova Futura,2020-09-23,,30000.0,True,vencimento,2020-03-27,123,6.0,180.0
CDB,CDI,100.0,Inter,Inter,2020-09-27,,100.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,100.0,Parana,Parana,2020-09-27,,500.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,100.0,Maxima,Easynvest,2020-09-27,,1000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,100.0,AJRenner,Ativa,2020-09-27,,1000.0,False,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,100.0,AJRenner,Elite,2020-09-27,,10000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,100.0,Daycoval,Orama,2020-09-27,,20000.0,True,diaria,2020-03-27,125,6.0,184.0
CDB,CDI,100.0,BBM,Easynvest,2020-09-25,,50000.0,True,vencimento,2020-03-27,125,6.0,182.0
CDB,CDI,99.1,Votorantim,Orama,2020-09-28,,500000.0,True,vencimento,2020-03-27,126,6.0,185.0
LCA,CDI,106.0,Ourinvest,Ourinvest,2020-07-27,,1000.0,True,vencimento,2020-03-27,82,6.0,122.0
LCA,CDI,110.0,Sofisa,Sofisa,2020-09-24,,1.0,False,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,110.0,Ourinvest,Ourinvest,2020-09-23,,1000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,109.0,BRK,Orama,2020-09-23,,5000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,106.0,Daycoval,Daycoval,2020-09-23,,1000.0,False,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,103.0,ABC,ABC,2020-09-23,2020-09-23,1000.0,False,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,101.0,ABC,Easynvest,2020-09-24,,30000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,100.0,ABC,Nova Futura,2020-09-25,,30000.0,True,vencimento,2020-03-27,125,6.0,182.0
LCA,CDI,99.0,Original,BTG,2020-09-28,,10000.0,True,vencimento,2020-03-27,126,6.0,185.0
LCA,CDI,99.0,ABC,BTG,2020-09-28,,30000.0,True,vencimento,2020-03-27,126,6.0,185.0
LCA,CDI,101.0,ABC,Ourinvest,2020-09-23,,30000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,100.0,Original,Ourinvest,2020-09-24,,10000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,100.0,Original,Terra,2020-09-24,,20000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,100.0,ABC,Ativa,2020-09-24,,30000.0,False,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,100.0,ABC,Terra,2020-09-24,,50000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,99.0,Original,Guide,2020-09-26,,5000.0,True,vencimento,2020-03-27,125,6.0,183.0
LCA,CDI,98.0,ABC,XP,2020-09-28,,1000.0,True,vencimento,2020-03-27,126,6.0,185.0
LCA,CDI,98.0,ABC,Rico,2020-09-28,,1000.0,True,vencimento,2020-03-27,126,6.0,185.0
LCA,CDI,100.0,Original,Nova Futura,2020-09-23,,10000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,100.0,Original,Ativa,2020-09-23,,10000.0,False,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,100.0,ABC,modalmais,2020-09-23,,30000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,100.0,ABC,Orama,2020-09-23,,50000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,99.0,Original,Easynvest,2020-09-24,,10000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,99.0,Original,modalmais,2020-09-23,,1000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,99.0,Original,Orama,2020-09-23,,5000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,97.0,ABC,Guide,2020-09-25,,50000.0,True,vencimento,2020-03-27,125,6.0,182.0
LCA,CDI,95.0,BBM,BTG,2020-09-28,,10000.0,True,vencimento,2020-03-27,126,6.0,185.0
LCA,BRL,3.27,ABC,ABC,2020-09-23,2020-09-23,1000.0,False,vencimento,2020-03-27,123,6.0,180.0
LCA,CDI,96.0,ABN,Easynvest,2020-09-24,,15000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,95.0,BBM,modalmais,2020-09-24,,50000.0,True,vencimento,2020-03-27,124,6.0,181.0
LCA,CDI,94.0,BBM,Easynvest,2020-09-25,,50000.0,True,vencimento,2020-03-27,125,6.0,182.0
LCA,CDI,94.0,BBM,Guide,2020-09-25,,50000.0,True,vencimento,2020-03-27,125,6.0,182.0
LCA,CDI,95.0,BBM,Ourinvest,2020-09-23,,10000.0,True,vencimento,2020-03-27,123,6.0,180.0
LCI,BRL,3.2,Daycoval,Daycoval,2020-11-23,,1000.0,False,vencimento,2020-03-27,164,6.0,241.0
CDB,BRL,5.37,Maxima,Easynvest,2020-11-28,,1026.84,True,vencimento,2020-03-27,168,6.0,246.0
CDB,CDI,112.0,Sofisa,Sofisa,2020-12-28,,1.0,False,vencimento,2020-03-27,188,6.0,276.0
CDB,BRL,5.38,Maxima,Easynvest,2020-12-29,,1022.77,True,vencimento,2020-03-27,189,6.0,277.0
CDB,CDI,106.0,Daycoval,Daycoval,2020-12-27,,1000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,106.5,Parana,Parana,2020-12-23,,500.0,False,vencimento,2020-03-27,186,6.0,271.0
CDB,CDI,105.0,Parana,Parana,2020-12-27,2020-09-24,500.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,105.0,Indusval,Easynvest,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,105.0,BS2,Easynvest,2020-12-27,,10000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,104.0,RCI,RCI,2020-12-27,,100.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,104.0,AJRenner,Easynvest,2020-12-27,,2000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,103.5,Pine,Pine,2020-12-27,,500.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,103.0,Indusval,Orama,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,103.0,BS2,Ativa,2020-12-27,,10000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,BBM,BTG,2020-12-28,,10000.0,True,vencimento,2020-03-27,188,6.0,276.0
CDB,CDI,102.0,Sofisa,Sofisa,2020-12-27,2020-03-28,1.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,PAN,PAN,2020-12-27,2020-03-27,100.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,BS2,XP,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,BS2,Orama,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,BS2,Guide,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,Indusval,Nova Futura,2020-12-27,,10000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,BS2,Nova Futura,2020-12-27,,10000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,102.0,Inter,Inter,2020-12-27,,1000000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,101.5,Inter,Inter,2020-12-27,,750000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,BRL,4.9,Maxima,Easynvest,2021-01-05,,1025.47,True,vencimento,2020-03-27,193,12.0,284.0
CDB,CDI,101.0,BMG,BMG,2020-12-27,,1000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,101.0,Indusval,Guide,2020-12-27,,2000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,101.0,Inter,Inter,2020-12-27,,500000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.5,Inter,Inter,2020-12-27,,250000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.0,Inter,Inter,2020-12-27,,100.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.0,Parana,Parana,2020-12-27,,500.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.0,Maxima,Easynvest,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.0,AJRenner,Ativa,2020-12-27,,1000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.0,AJRenner,Elite,2020-12-27,,10000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,100.0,Daycoval,Orama,2020-12-27,,20000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,101.0,BBM,Easynvest,2020-12-22,,50000.0,True,vencimento,2020-03-27,185,6.0,270.0
CDB,CDI,99.0,PAN,Orama,2020-12-27,,5000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,99.0,AJRenner,Guide,2020-12-27,,10000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,99.0,BR Partners,Ativa,2020-12-27,,30000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,98.0,BR Partners,Guide,2020-12-27,,1000.0,True,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,98.0,ABC,ABC,2020-12-27,2020-03-28,1000.0,False,diaria,2020-03-27,187,6.0,275.0
CDB,CDI,98.0,CNH,XP,2020-12-27,,1000000.0,True,diaria,2020-03-27,187,6.0,275.0
LCA,CDI,108.0,Daycoval,Daycoval,2020-11-23,,1000.0,False,vencimento,2020-03-27,164,6.0,241.0
LCI,IPCA,2.65,BRP,XP,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,IPCA,2.65,BRP,Rico,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,BRL,4.41,Maxima,Nova Futura,2021-03-23,,500.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,BRL,4.41,Maxima,Easynvest,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,BRL,4.41,Maxima,Ourinvest,2021-03-23,,5000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,110.0,PAN,BTG,2021-03-29,,10000.0,True,vencimento,2020-03-27,250,12.0,367.0
LCI,CDI,110.0,PAN,PAN,2021-03-23,,100.0,False,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,110.0,Maxima,Nova Futura,2021-03-23,,500.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,110.0,Maxima,Easynvest,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,110.0,Maxima,Ourinvest,2021-03-23,,5000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,BRL,3.9,BRP,modalmais,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,106.0,Daycoval,Guide,2021-03-31,,20000.0,True,vencimento,2020-03-27,252,12.0,369.0
LCI,CDI,108.0,Maxima,modalmais,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,BRL,3.8,BRP,XP,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,BRL,3.8,BRP,Rico,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,106.0,Maxima,Guide,2021-03-23,,5000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,104.0,BTG,BTG,2021-03-29,,1000.0,True,vencimento,2020-03-27,250,12.0,367.0
LCI,CDI,104.0,Bari,Guide,2021-03-29,,10000.0,True,vencimento,2020-03-27,250,12.0,367.0
LCI,CDI,105.0,Bari,Nova Futura,2021-03-24,,10000.0,True,vencimento,2020-03-27,247,12.0,362.0
LCI,CDI,105.0,Bari,Ativa,2021-03-24,,10000.0,False,vencimento,2020-03-27,247,12.0,362.0
LCI,CDI,103.5,BTG,BTG,2021-03-29,,1000.0,True,vencimento,2020-03-27,250,12.0,367.0
LCI,CDI,104.0,Bari,Easynvest,2021-03-24,,1000.0,True,vencimento,2020-03-27,247,12.0,362.0
LCI,CDI,104.0,Bari,modalmais,2021-03-24,,10000.0,True,vencimento,2020-03-27,247,12.0,362.0
LCI,CDI,103.0,BRP,XP,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,103.0,BRP,Rico,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,104.0,Pine,Pine,2021-03-23,,500.0,False,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,104.0,BTG,Ourinvest,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,104.0,Bari,Ourinvest,2021-03-22,,10000.0,True,vencimento,2020-03-27,245,12.0,360.0
LCI,CDI,104.0,Bari,Orama,2021-03-22,,10000.0,True,vencimento,2020-03-27,245,12.0,360.0
LCI,BRL,3.73,PAN,PAN,2021-03-23,,100.0,False,vencimento,2020-03-27,246,12.0,361.0
LCI,CDI,102.0,Fidis,XP,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,102.0,Fidis,Rico,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,101.0,Pine,modalmais,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,101.0,BTG,modalmais,2021-03-27,,50000.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,99.0,Inter,Inter,2021-03-22,,1000000.0,False,vencimento,2020-03-27,245,12.0,360.0
LCI,CDI,100.0,Pine,Easynvest,2021-03-27,,100.0,True,vencimento,2020-03-27,249,12.0,365.0
LCI,CDI,100.0,Pine,Guide,2021-03-28,,5000.0,True,vencimento,2020-03-27,249,12.0,366.0
LCI,CDI,100.0,BTG,Guide,2021-03-26,,50000.0,True,vencimento,2020-03-27,249,12.0,364.0
LCI,CDI,98.5,Inter,Inter,2021-03-22,,750000.0,False,vencimento,2020-03-27,245,12.0,360.0
LCI,CDI,101.0,Pine,Ourinvest,2021-03-22,,1000.0,True,vencimento,2020-03-27,245,12.0,360.0
CDB,BRL,5.37,Maxima,Easynvest,2021-01-15,,2040.08,True,vencimento,2020-03-27,201,12.0,294.0
CDB,IPCA,2.99,BMG,Easynvest,2021-03-28,,1000.0,True,vencimento,2020-03-27,249,12.0,366.0
CDB,BRL,6.9,Bari,Nova Futura,2021-03-23,,10000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.75,Maxima,Orama,2021-03-29,,5000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,BRL,6.8,Bari,Easynvest,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.8,NBC,Easynvest,2021-03-23,,2000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.8,NBC,Nova Futura,2021-03-23,,10000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.8,Bari,Ativa,2021-03-23,,10000.0,False,vencimento,2020-03-27,246,12.0,361.0
CDB,IPCA,2.89,BMG,Nova Futura,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.75,Maxima,Nova Futura,2021-03-23,,500.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.75,Maxima,Easynvest,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.6,Arbi,Easynvest,2021-03-25,,3000.0,True,vencimento,2020-03-27,248,12.0,363.0
CDB,BRL,6.5,NBC,Orama,2021-03-29,,3000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,BRL,6.75,Maxima,Ourinvest,2021-03-22,,5000.0,True,vencimento,2020-03-27,245,12.0,360.0
CDB,BRL,6.35,Maxima,Guide,2021-03-29,,5000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,BRL,6.4,Bari,modalmais,2021-03-23,,10000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,BRL,6.3,NBC,modalmais,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,IPCA,2.4,Pine,Pine,2021-03-27,,500.0,False,vencimento,2020-03-27,249,12.0,365.0
CDB,IPCA,2.28,PAN,Ourinvest,2021-03-27,,10000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,BRL,6.1,Arbi,Orama,2021-03-29,,1000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,IPCA,2.2,Pine,BTG,2021-03-27,,10000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,IPCA,2.14,PAN,BTG,2021-03-27,,10000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,IPCA,2.08,PAN,Easynvest,2021-03-29,,5000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,IPCA,2.05,Pine,Easynvest,2021-03-28,,10000.0,True,vencimento,2020-03-27,249,12.0,366.0
CDB,IPCA,2.31,Pine,Ourinvest,2021-03-22,,1000.0,True,vencimento,2020-03-27,245,12.0,360.0
CDB,IPCA,2.0,ABC,Easynvest,2021-03-28,,30000.0,True,vencimento,2020-03-27,249,12.0,366.0
CDB,IPCA,2.06,Pine,Nova Futura,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,IPCA,1.94,CGD,BTG,2021-03-27,,100000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,IPCA,2.05,ABC,Nova Futura,2021-03-22,,30000.0,True,vencimento,2020-03-27,245,12.0,360.0
CDB,IPCA,1.76,CGD,Nova Futura,2021-03-23,,10000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,CDI,143.5,NBC,Orama,2021-03-29,,10000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,BRL,5.25,Maxima,modalmais,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,CDI,143.5,NBC,modalmais,2021-03-27,,1000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,CDI,143.5,NBC,Easynvest,2021-03-27,,2000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,CDI,144.0,NBC,Nova Futura,2021-03-23,,3000.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,CDI,140.0,Maxima,Orama,2021-03-29,,1000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,BRL,5.01,Agibank,BTG,2021-03-29,,10000.0,True,vencimento,2020-03-27,250,12.0,367.0
CDB,CDI,140.0,Arbi,Easynvest,2021-03-25,,7000.0,True,vencimento,2020-03-27,248,12.0,363.0
CDB,CDI,140.0,Maxima,Nova Futura,2021-03-24,,500.0,True,vencimento,2020-03-27,247,12.0,362.0
CDB,CDI,139.5,Maxima,Easynvest,2021-03-23,,500.0,True,vencimento,2020-03-27,246,12.0,361.0
CDB,CDI,137.0,Bari,Nova Futura,2021-03-27,,10000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,CDI,136.0,Maxima,Guide,2021-03-27,,4000.0,True,vencimento,2020-03-27,249,12.0,365.0
CDB,BRL,4.96,Agibank,Ourinvest,2021-03-23,,1000.0,True,vencimento,2020-03-27,246,12.0,361.0
